venda_id,jogo_id,preco_pago
1356,378,12.93
1357,475,30.23
1357,178,57.2
1357,123,3.98
1357,292,16.35
1358,157,18.75
1359,170,6.57
1360,378,7.61
1360,291,31.57
1361,64,44.9
1361,83,8.33
1361,462,33.28
1361,434,20.23
1362,390,10.72
1362,363,31.0
1362,456,27.5
1362,377,5.24
1363,415,27.21
1363,473,4.22
1363,480,19.26
1363,230,46.49
1364,1,33.47
1365,92,41.78
1365,476,49.94
1365,466,25.21
1366,267,31.3
1366,348,43.29
1367,138,31.14
1367,338,25.8
1368,91,38.43
1369,372,27.01
1369,310,38.28
1370,41,43.95
1370,175,49.21
1370,296,29.66
1370,165,50.96
1371,386,9.16
1371,113,15.09
1372,375,27.01
1373,344,24.39
1373,53,55.48
1373,479,25.86
1373,177,29.11
1374,340,33.49
1374,421,6.36
1374,333,21.47
1375,303,27.54
1376,382,13.16
1376,264,16.43
1377,393,9.87
1377,308,49.08
1377,365,34.03
1377,403,13.01
1378,109,15.81
1379,12,6.18
1379,4,38.18
1379,461,16.12
1379,101,18.8
1380,27,11.76
1380,41,62.81
1380,458,8.0
1381,435,26.11
1381,36,18.43
1381,227,7.62
1382,169,29.95
1382,75,18.87
1382,266,10.66
1383,185,40.81
1383,339,39.92
1384,290,21.59
1384,87,28.74
1384,287,49.59
1385,46,45.74
1386,28,36.5
1386,388,46.56
1386,371,10.08
1386,161,43.48
1387,327,29.36
1387,233,28.4
1388,190,16.4
1388,276,37.25
1388,483,6.88
1388,307,46.41
1389,301,18.42
1389,445,58.57
1389,316,6.9
1390,65,20.98
1390,477,55.91
1391,132,17.69
1391,401,67.53
1391,45,28.74
1392,277,35.39
1392,497,39.77
1392,41,53.11
1392,435,20.79
1393,78,54.03
1394,295,33.53
1394,232,25.72
1394,104,45.33
1395,55,34.84
1395,348,31.21
1395,404,25.68
1395,155,55.06
1396,318,19.3
1396,138,20.08
1396,241,40.36
1396,141,20.32
1397,26,7.16
1398,152,12.98
1398,401,69.65
1399,63,52.63
1399,95,17.4
1399,430,43.27
1400,449,40.61
1400,168,31.1
1401,78,46.94
1401,449,34.66
1401,345,52.18
1401,163,15.33
1402,216,25.67
1402,157,20.15
1402,219,24.66
1402,262,2.73
1403,266,10.87
1403,278,58.12
1403,283,41.32
1404,62,12.86
1404,100,43.59
1405,483,7.64
1405,12,9.48
1405,210,30.5
1406,495,21.98
1406,114,18.72
1406,260,28.6
1406,374,7.41
1407,368,42.19
1407,99,32.58
1407,357,57.85
1407,344,28.71
1408,125,42.04
1409,339,64.27
1409,143,24.48
1409,167,7.46
1410,364,24.68
1410,180,9.9
1410,253,36.34
1410,321,8.27
1411,156,27.21
1411,462,37.87
1411,476,33.26
1412,443,54.97
1413,238,31.32
1413,347,41.77
1414,87,15.31
1414,311,36.1
1415,173,22.39
1415,437,10.72
1415,300,39.43
1415,484,18.79
1416,15,59.04
1417,446,46.47
1417,116,20.45
1418,40,31.55
1418,193,17.43
1418,294,5.72
1418,36,17.03
1419,369,15.68
1419,25,59.62
1419,441,30.75
1420,279,16.79
1420,79,65.83
1420,265,5.35
1420,11,20.54
1421,489,18.63
1421,372,27.56
1421,374,7.45
1421,121,61.87
1422,247,44.19
1422,496,42.67
1422,487,44.25
1423,493,30.42
1424,313,36.14
1424,266,11.12
1425,190,19.29
1426,470,37.49
1427,169,27.96
1427,275,33.02
1427,352,9.22
1427,315,5.76
1428,480,17.51
1428,462,22.55
1429,474,42.57
1429,312,22.15
1429,194,11.14
1430,89,35.41
1430,337,11.86
1430,351,33.61
1430,84,6.81
1431,291,30.72
1432,439,21.46
1432,147,38.63
1433,378,12.89
1433,306,40.92
1433,377,7.6
1434,97,34.06
1434,185,46.09
1434,289,16.94
1435,321,13.24
1436,406,61.94
1437,246,43.13
1438,94,15.38
1438,341,21.88
1439,40,54.09
1439,277,34.0
1439,388,48.34
1439,50,51.17
1440,55,54.11
1441,410,5.81
1441,488,35.82
1442,325,45.44
1442,128,49.1
1442,469,13.93
1443,104,50.41
1443,496,60.91
1443,120,10.82
1443,420,53.37
1444,268,53.93
1444,176,21.57
1445,14,24.76
1445,161,29.69
1446,54,6.24
1446,360,41.98
1446,437,12.41
1446,275,27.06
1447,341,25.16
1448,419,30.6
1448,134,27.55
1448,256,20.26
1449,14,26.71
1449,63,38.01
1449,422,38.71
1449,172,64.52
1450,137,15.39
1451,423,39.74
1451,346,46.7
1452,258,8.64
1452,465,43.36
1452,28,28.29
1452,66,29.41
1453,119,47.05
1453,78,57.06
1453,66,51.52
1453,411,30.83
1454,234,23.78
1454,423,39.62
1455,459,4.68
1455,383,42.02
1455,154,8.23
1456,245,9.82
1456,156,31.33
1456,76,40.38
1456,391,45.21
1457,138,23.27
1457,102,39.68
1458,224,19.0
1458,45,42.24
1458,194,13.67
1458,96,8.02
1459,219,22.69
1459,237,29.82
1460,39,39.79
1460,53,52.89
1460,35,15.18
1460,455,25.17
1461,57,52.29
1461,277,32.4
1461,199,5.61
1462,367,63.58
1462,301,24.05
1463,437,9.94
1463,499,37.4
1464,361,14.4
1465,20,23.47
1465,316,7.02
1465,171,59.17
1465,344,21.04
1466,343,15.47
1466,396,21.5
1467,238,40.34
1467,222,16.12
1467,31,17.08
1467,287,29.77
1468,167,8.7
1468,19,42.74
1468,140,7.48
1468,386,9.24
1469,250,35.45
1470,247,42.48
1471,358,3.97
1471,425,19.24
1472,139,31.6
1473,379,38.82
1473,326,40.35
1473,392,49.02
1474,499,33.8
1475,76,44.1
1475,75,16.77
1475,180,10.03
1475,271,47.48
1476,38,22.17
1476,356,15.91
1477,98,14.9
1477,358,3.89
1477,54,6.88
1477,469,13.04
1478,202,48.75
1478,140,7.26
1478,166,32.45
1478,462,36.18
1479,352,6.3
1480,72,35.97
1480,112,20.37
1481,221,20.13
1481,113,11.66
1481,255,31.55
1481,140,9.23
1482,90,24.02
1482,474,35.81
1482,276,48.99
1482,421,6.05
1483,35,27.17
1483,109,11.02
1483,153,11.7
1484,414,13.31
1484,421,5.47
1484,359,20.34
1484,279,18.81
1485,181,12.6
1485,10,5.69
1485,31,30.54
1485,406,49.52
1486,391,60.36
1486,357,53.71
1486,258,6.28
1487,159,19.41
1487,57,47.52
1487,360,29.71
1487,36,15.42
1488,147,42.34
1489,348,33.28
1489,472,19.57
1490,192,26.2
1490,56,56.02
1490,77,31.32
1490,76,44.32
1491,46,34.14
1491,278,67.79
1491,131,23.12
1491,292,10.45
1492,487,36.23
1492,42,50.72
1492,420,38.66
1492,97,19.72
1493,6,17.13
1494,155,53.94
1495,74,29.05
1496,91,26.01
1496,149,30.13
1496,6,16.42
1496,364,16.45
1497,241,40.66
1497,180,11.36
1497,66,51.21
1497,440,17.34
1498,248,32.46
1498,94,9.35
1499,468,5.19
1500,366,28.11
1500,84,5.59
1500,458,4.28
1500,36,14.42
1501,335,12.07
1501,482,36.84
1501,310,43.84
1502,317,27.3
1502,134,27.7
1503,211,33.67
1503,302,16.98
1504,158,53.67
1504,6,23.34
1504,23,43.16
1504,468,7.13
1505,403,23.43
1505,452,38.04
1505,379,56.59
1505,407,19.28
1506,157,22.64
1506,119,45.5
1506,282,14.55
1506,376,8.2
1507,291,34.92
1507,174,14.68
1508,463,24.28
1508,419,39.4
1509,339,51.68
1510,347,59.29
1511,146,45.43
1511,357,59.59
1511,247,30.61
1511,317,46.51
1512,318,13.08
1513,44,35.35
1513,122,57.09
1514,371,8.46
1514,480,16.26
1514,23,31.28
1515,230,45.7
1515,267,36.8
1515,439,24.6
1516,349,15.22
1516,78,52.84
1516,483,9.86
1516,435,24.14
1517,453,47.73
1518,223,41.16
1518,499,42.09
1518,421,4.23
1519,494,5.59
1520,452,37.3
1520,475,37.49
1520,455,18.35
1521,147,39.61
1521,136,5.83
1522,480,25.02
1522,380,37.12
1522,368,29.12
1523,414,13.83
1523,316,5.75
1523,68,36.49
1524,443,32.96
1525,367,44.39
1525,412,14.38
1525,77,37.78
1525,9,35.99
1526,380,51.34
1526,45,27.94
1526,17,31.47
1527,294,8.3
1527,76,39.03
1528,411,45.53
1528,29,12.0
1528,434,14.18
1528,450,33.72
1529,18,36.52
1529,114,17.37
1530,394,52.52
1531,229,48.3
1531,118,26.17
1532,310,33.36
1532,412,10.71
1532,153,7.2
1533,49,62.98
1533,118,29.08
1534,289,19.09
1534,500,36.79
1535,86,29.38
1535,254,34.13
1535,73,38.78
1535,89,37.72
1536,352,11.47
1536,141,12.84
1536,470,34.79
1537,27,10.47
1537,123,3.58
1538,223,64.31
1538,445,35.87
1538,353,4.39
1538,135,23.62
1539,433,30.63
1539,398,18.59
1540,16,6.37
1540,421,6.35
1540,111,7.58
1540,151,33.46
1541,432,40.08
1541,215,21.95
1541,388,45.94
1542,260,17.99
1542,185,35.37
1542,63,37.8
1543,239,33.84
1543,84,7.92
1544,189,35.6
1544,422,43.92
1545,259,5.82
1545,184,38.17
1545,174,9.15
1546,339,37.08
1547,163,22.22
1547,175,33.29
1547,478,17.43
1548,194,11.97
1548,7,39.35
1548,243,5.96
1548,52,29.94
1549,63,40.3
1550,379,36.1
1550,304,16.01
1550,424,60.19
1551,112,20.99
1552,197,8.65
1552,345,44.5
1552,43,23.22
1552,292,16.94
1553,22,22.65
1553,288,15.17
1553,211,42.92
1553,353,4.28
1554,92,26.71
1554,452,22.96
1554,261,33.21
1554,427,15.57
1555,393,13.48
1555,338,14.24
1555,73,19.67
1556,199,3.65
1556,193,11.94
1557,239,27.96
1558,242,47.17
1558,428,5.65
1559,312,22.69
1559,492,54.89
1559,198,30.41
1560,370,26.06
1561,326,47.89
1561,36,24.25
1561,142,19.31
1562,293,21.21
1562,58,36.7
1562,370,46.78
1563,61,8.61
1563,215,18.34
1564,106,25.4
1564,108,26.53
1565,123,4.52
1565,448,44.02
1566,283,33.74
1566,261,30.0
1566,231,36.1
1567,174,11.64
1568,8,19.68
1569,496,60.88
1570,468,7.66
1570,448,54.76
1570,33,28.85
1571,321,9.43
1571,200,34.51
1571,36,21.07
1572,163,20.28
1573,367,43.1
1573,442,27.4
1574,32,9.22
1575,396,17.21
1575,125,51.02
1575,489,26.37
1575,213,6.05
1576,262,4.86
1576,469,8.42
1576,444,51.52
1577,266,10.43
1578,432,46.12
1578,27,9.79
1578,406,49.46
1578,359,15.2
1579,79,46.16
1580,255,24.68
1580,207,5.68
1580,211,24.95
1581,433,36.77
1581,396,19.54
1582,424,58.06
1582,115,5.73
1582,62,9.61
1583,118,35.11
1583,480,27.96
1583,18,22.68
1583,9,40.23
1584,4,41.0
1584,405,24.05
1585,37,10.86
1585,83,8.35
1586,259,5.79
1587,490,44.26
1587,395,38.26
1588,117,28.3
1588,287,33.7
1588,395,27.63
1588,48,36.43
1589,338,25.36
1589,423,23.45
1589,464,41.64
1590,221,20.1
1590,382,14.23
1590,390,12.48
1590,447,38.41
1591,484,20.17
1591,25,52.67
1591,284,61.35
1591,406,58.54
1592,348,35.1
1592,444,53.97
1592,40,35.15
1592,401,58.65
1593,296,26.72
1594,122,62.11
1594,29,9.33
1594,359,17.28
1594,398,10.84
1595,271,36.71
1596,247,53.48
1597,463,14.27
1597,50,36.85
1598,346,41.58
1598,3,22.27
1598,475,24.88
1598,184,50.04
1599,321,9.43
1599,278,35.66
1600,99,30.43
1600,398,15.4
1600,36,17.55
1601,123,2.68
1601,116,14.3
1602,375,22.04
1603,368,42.12
1603,417,15.16
1604,120,8.98
1604,355,34.95
1605,93,50.39
1605,397,14.13
1605,321,10.14
1606,74,54.91
1607,438,8.64
1607,342,30.6
1607,86,33.82
1608,199,3.75
1608,320,4.25
1608,111,12.44
1609,297,33.9
1609,401,46.25
1609,367,50.7
1609,484,30.72
1610,54,8.23
1610,28,32.39
1610,490,43.01
1611,120,11.28
1612,357,40.95
1612,175,58.95
1612,452,36.86
1612,374,14.15
1613,314,30.35
1614,143,32.14
1614,231,34.89
1614,418,43.08
1614,95,14.31
1615,361,20.97
1616,66,43.26
1616,465,47.75
1616,468,7.7
1617,443,31.91
1617,147,34.22
1617,122,47.31
1618,393,13.78
1618,96,4.33
1619,102,44.7
1619,164,45.41
1619,237,31.28
1619,357,52.18
1620,327,34.27
1620,494,6.02
1620,447,23.97
1620,84,7.55
1621,128,38.36
1621,256,20.69
1621,351,31.17
1622,465,42.08
1622,199,3.81
1622,87,24.62
1623,275,40.53
1623,178,45.5
1624,217,10.86
1624,1,25.03
1625,342,29.8
1626,67,14.56
1626,278,64.33
1626,62,12.45
1626,139,32.86
1627,202,42.34
1628,481,49.19
1628,59,48.3
1628,74,29.35
1629,465,38.45
1629,318,18.32
1629,132,15.58
1629,392,41.67
1630,121,43.89
1631,34,37.83
1632,225,49.93
1632,112,20.19
1633,88,57.45
1634,484,27.18
1635,118,32.31
1635,132,14.51
1636,83,7.78
1636,122,59.57
1636,349,15.15
1636,201,27.39
1637,444,54.37
1637,270,17.52
1637,234,22.97
1638,436,43.58
1639,206,17.82
1639,238,34.46
1639,435,19.77
1639,397,17.38
1640,57,56.01
1640,245,13.96
1640,345,29.47
1640,53,34.66
1641,415,36.83
1641,197,6.31
1642,168,52.24
1643,234,24.72
1643,286,49.0
1643,27,8.48
1644,365,30.26
1644,319,27.33
1645,209,25.51
1645,50,31.05
1645,309,41.2
1646,328,4.08
1646,82,52.32
1646,244,23.77
1646,317,46.27
1647,354,14.55
1647,1,23.74
1647,251,49.06
1648,119,27.25
1648,24,27.27
1648,94,10.42
1648,214,25.31
1649,215,16.36
1649,95,16.77
1650,162,14.74
1650,240,31.61
1651,140,6.49
1651,43,17.36
1651,251,53.6
1652,325,33.16
1653,347,50.42
1653,82,37.1
1654,483,10.39
1654,66,50.23
1655,15,57.12
1655,392,37.5
1655,144,22.64
1656,142,25.07
1656,367,65.93
1656,339,42.01
1657,245,12.72
1658,279,10.61
1658,62,7.95
1658,305,28.75
1658,14,22.57
1659,238,42.63
1659,438,10.52
1660,356,19.71
1661,428,3.47
1662,59,35.62
1662,122,38.5
1663,22,15.13
1663,24,23.76
1663,416,43.3
1664,225,50.07
1664,364,24.01
1664,481,46.79
1665,103,30.96
1665,108,35.15
1665,421,7.72
1666,277,33.96
1666,335,8.74
1666,31,17.28
1666,142,24.15
1667,467,36.58
1667,482,42.88
1668,381,24.78
1668,315,9.59
1669,145,56.62
1669,27,9.21
1669,397,15.03
1670,430,36.14
1670,328,6.25
1670,36,24.49
1671,370,34.85
1671,76,46.87
1672,265,3.94
1672,230,40.88
1672,175,53.19
1673,329,13.09
1673,304,11.92
1674,174,16.53
1674,305,48.21
1675,73,33.97
1676,204,20.01
1677,309,23.93
1677,471,9.2
1678,41,46.51
1678,157,21.14
1678,94,15.09
1678,307,35.6
1679,384,48.06
1679,162,18.93
1679,140,5.8
1679,413,36.8
1680,270,14.73
1681,201,28.99
1681,179,23.99
1681,6,17.57
1681,104,48.36
1682,143,24.82
1683,212,39.48
1684,138,26.99
1684,209,25.0
1684,234,26.63
1684,87,24.68
1685,305,48.37
1686,44,29.33
1686,207,5.66
1686,358,6.75
1686,253,37.52
1687,92,29.88
1687,146,34.98
1687,124,43.61
1688,498,30.94
1689,7,46.75
1689,140,7.66
1689,441,40.21
1689,412,15.53
1690,408,43.29
1691,324,55.95
1691,423,31.78
1692,84,4.59
1692,164,42.76
1692,443,31.44
1693,353,4.15
1693,308,33.5
1693,435,18.68
1694,362,41.44
1694,482,33.24
1695,176,19.79
1695,397,14.73
1695,346,42.98
1696,337,15.32
1696,291,30.1
1696,305,42.2
1696,46,27.38
1697,392,41.74
1697,331,26.8
1698,32,11.98
1699,220,23.85
1699,63,49.27
1699,481,35.3
1699,194,13.91
1700,402,10.13
1700,392,60.2
1700,32,8.94
1700,138,19.17
1701,320,6.2
1701,230,33.29
1701,283,41.16
1702,52,45.48
1702,42,64.3
1702,452,30.56
1702,18,31.47
1703,53,44.49
1703,268,60.89
1703,119,39.46
1703,94,11.01
1704,308,31.27
1705,453,40.66
1705,260,27.26
1705,324,32.89
1705,356,20.32
1706,232,18.55
1706,288,25.61
1706,263,6.86
1706,267,23.44
1707,482,50.29
1707,136,5.26
1707,140,8.07
1708,360,39.62
1708,220,42.59
1709,490,64.78
1709,237,32.08
1709,239,23.91
1710,68,31.01
1711,267,24.13
1711,261,43.02
1711,259,5.5
1711,205,24.23
1712,259,7.26
1712,119,38.48
1712,357,39.74
1713,257,41.11
1713,407,34.01
1713,104,40.29
1714,360,25.01
1714,97,31.24
1714,94,17.2
1715,499,35.3
1715,188,42.75
1715,190,21.52
1715,56,46.58
1716,150,42.81
1716,231,47.97
1717,149,29.09
1717,403,16.55
1717,240,27.77
1718,363,35.78
1719,138,25.38
1719,279,13.71
1719,157,13.85
1720,191,24.28
1720,149,38.06
1721,487,56.38
1722,273,30.44
1723,104,50.84
1723,389,38.69
1724,61,5.15
1724,488,51.17
1725,419,22.01
1726,60,30.3
1727,202,29.86
1728,295,41.44
1728,259,5.46
1728,215,19.61
1729,157,24.59
1729,122,48.11
1729,234,19.93
1729,193,16.42
1730,365,35.16
1730,446,48.96
1730,488,34.13
1730,140,7.34
1731,34,24.51
1731,292,14.27
1732,72,33.26
1732,365,29.01
1732,217,10.58
1733,456,21.32
1734,479,33.96
1734,363,45.15
1734,224,24.72
1734,137,18.96
1735,452,38.38
1736,58,42.58
1737,214,22.13
1737,366,50.78
1737,228,6.44
1737,403,21.84
1738,286,31.32
1738,119,51.49
1738,250,35.21
1739,40,57.27
1739,250,32.55
1739,379,34.7
1740,172,40.99
1740,202,55.27
1740,107,18.86
1740,123,3.32
1741,215,19.62
1741,99,28.08
1741,95,18.06
1741,256,34.13
1742,73,21.37
1742,254,32.95
1743,491,43.49
1743,351,38.28
1743,344,26.25
1744,409,17.58
1744,469,16.04
1744,353,4.28
1744,134,21.96
1745,214,21.56
1745,164,26.65
1745,476,41.57
1745,344,18.49
1746,411,29.43
1746,500,42.48
1746,449,42.7
1747,118,33.72
1748,379,50.86
1748,31,16.62
1748,294,5.74
1749,267,43.11
1749,249,8.31
1749,176,24.19
1749,403,19.14
1750,96,6.7
1751,400,46.48
1752,218,17.28
1752,400,37.33
1752,83,6.02
1752,150,52.81
1753,442,26.79
1753,74,30.35
1754,440,17.78
1754,463,18.51
1754,455,25.26
1754,164,41.82
1755,91,38.91
1756,189,24.57
1756,88,39.57
1756,75,15.87
1757,148,37.84
1757,237,27.01
1757,339,33.09
1758,313,22.74
1758,102,45.23
1758,253,23.21
1759,454,30.22
1760,360,42.11
1760,179,20.25
1760,209,30.32
1760,312,12.82
1761,327,42.37
1761,287,29.46
1761,54,5.66
1761,297,35.22
1762,454,23.74
1762,369,13.42
1762,135,32.41
1762,181,15.27
1763,43,17.66
1763,411,45.2
1763,63,55.13
1764,146,44.21
1765,62,11.32
1765,297,32.85
1766,297,37.61
1767,99,29.24
1767,485,15.71
1767,71,22.09
1768,153,8.58
1769,87,15.03
1769,267,36.85
1769,113,18.39
1769,89,36.17
1770,87,28.15
1771,247,49.33
1772,6,17.23
1772,167,7.86
1772,428,3.89
1773,210,24.3
1774,110,43.73
1775,414,10.6
1775,44,30.07
1775,308,36.32
1775,262,4.46
1776,469,11.93
1776,302,11.15
1776,214,40.99
1777,128,49.3
1777,60,24.67
1778,284,59.75
1778,9,53.58
1778,99,32.9
1778,75,18.26
1779,122,57.08
1779,118,22.41
1779,369,16.63
1780,425,18.15
1780,48,35.99
1780,439,33.72
1780,494,3.66
1781,388,55.83
1782,130,24.55
1782,453,30.14
1782,434,14.76
1783,58,34.18
1783,72,24.56
1783,458,6.61
1784,487,34.98
1784,93,47.91
1784,135,35.56
1785,214,41.03
1785,309,41.78
1785,415,31.28
1785,376,10.25
1786,274,37.7
1786,197,7.97
1786,436,48.92
1787,254,46.68
1788,487,53.56
1789,272,29.48
1790,466,26.83
1791,480,23.15
1792,108,34.44
1792,121,61.02
1793,387,9.48
1794,482,42.53
1794,334,27.95
1794,9,45.54
1794,396,15.79
1795,477,56.28
1796,428,4.58
1797,50,52.45
1797,22,13.77
1797,460,25.89
1797,128,38.67
1798,392,67.94
1798,147,44.21
1798,169,28.98
1799,276,54.3
1799,8,23.16
1799,484,23.03
1800,93,41.12
1800,44,32.99
1800,278,37.06
1800,331,37.07
1801,497,40.79
1802,69,15.11
1802,178,49.3
1803,108,25.28
1803,253,35.65
1804,309,41.51
1804,460,19.81
1804,135,30.17
1805,384,46.96
1805,304,10.99
1805,379,47.76
1806,105,31.98
1806,82,49.43
1806,51,27.74
1807,121,68.6
1807,94,12.3
1807,240,41.85
1808,349,13.53
1808,404,23.17
1808,210,28.51
1808,52,44.94
1809,250,49.28
1809,245,10.25
1809,271,38.69
1810,287,44.33
1811,253,23.43
1812,432,51.56
1813,370,46.19
1813,179,17.99
1813,79,47.09
1814,314,19.93
1815,208,10.22
1815,149,47.67
1815,256,33.68
1815,232,18.83
1816,481,36.09
1816,408,43.47
1817,319,31.2
1818,263,3.9
1818,78,43.85
1818,128,28.12
1819,158,58.97
1819,189,32.26
1819,392,61.42
1819,472,25.76
1820,158,58.43
1820,449,31.56
1820,438,7.98
1820,133,19.62
1821,177,38.74
1821,323,22.42
1821,221,21.15
1821,206,12.59
1822,286,44.54
1822,304,8.05
1822,173,24.47
1822,150,49.41
1823,374,10.04
1823,37,6.27
1823,396,17.7
1823,272,39.72
1824,230,51.25
1824,288,19.52
1824,397,17.73
1824,50,39.95
1825,33,28.13
1825,291,48.71
1825,233,48.47
1825,123,4.72
1826,371,8.38
1826,415,27.73
1826,403,20.83
1826,264,19.33
1827,331,26.39
1827,38,21.72
1827,261,24.02
1828,476,43.71
1828,331,42.56
1829,88,31.5
1829,323,28.35
1829,354,9.29
1829,41,64.93
1830,24,39.58
1830,272,34.52
1830,388,54.71
1830,138,23.96
1831,246,30.53
1831,238,43.49
1831,14,21.22
1832,266,11.22
1832,500,59.26
1833,491,49.57
1833,10,5.89
1833,444,38.08
1834,61,6.77
1834,102,55.21
1834,77,24.86
1835,409,19.59
1835,364,21.62
1836,295,29.22
1836,43,24.04
1836,24,33.99
1836,75,15.12
1837,133,20.52
1837,366,36.5
1838,214,20.93
1838,302,11.93
1838,499,41.09
1838,204,29.85
1839,92,35.42
1839,282,14.69
1839,28,39.31
1839,341,16.45
1840,346,50.72
1840,357,40.08
1841,238,23.43
1841,300,44.44
1842,282,16.47
1842,238,37.05
1842,222,10.64
1843,373,32.93
1844,445,45.63
1844,67,16.88
1845,174,8.77
1845,287,51.41
1845,111,9.18
1845,76,40.91
1846,306,33.71
1846,474,45.56
1846,325,42.74
1847,246,38.84
1847,334,32.48
1847,435,18.85
1848,163,15.94
1848,171,45.24
1848,280,14.65
1848,173,15.82
1849,408,36.4
1849,208,9.65
1850,291,42.02
1850,217,11.46
1850,327,38.86
1851,285,19.04
1851,33,23.16
1852,64,48.84
1852,415,36.65
1853,212,37.3
1853,404,26.38
1853,7,23.84
1854,217,9.4
1854,136,5.62
1854,124,25.65
1854,233,33.79
1855,429,34.6
1856,419,35.84
1856,394,48.72
1856,136,9.62
1857,140,8.98
1857,493,15.89
1857,223,64.37
1857,193,13.61
1858,329,20.44
1858,315,8.9
1858,91,30.51
1858,141,15.61
1859,77,39.77
1859,50,46.18
1860,173,21.22
1861,39,36.15
1862,432,34.74
1862,266,11.06
1862,374,11.86
1863,330,40.58
1863,181,17.37
1863,383,41.28
1864,151,40.09
1864,411,48.39
1864,308,35.53
1864,107,21.01
1865,215,11.15
1866,398,14.03
1866,29,15.94
1867,325,33.43
1867,218,15.18
1868,421,8.1
1869,31,19.98
1869,298,42.67
1870,20,23.63
1870,268,43.1
1871,386,5.79
1871,330,40.82
1871,448,36.0
1871,485,10.66
1872,334,28.9
1872,196,27.35
1872,117,44.32
1873,42,38.43
1873,354,13.27
1873,414,11.7
1873,249,10.48
1874,29,15.6
1874,46,48.99
1875,372,29.76
1876,258,9.53
1877,337,14.93
1877,412,12.88
1877,230,30.86
1877,374,9.03
1878,402,12.38
1879,476,35.67
1879,111,8.49
1880,452,27.77
1881,223,40.05
1882,17,24.91
1883,65,20.67
1883,239,30.44
1883,142,33.44
1883,41,49.35
1884,4,36.84
1884,402,16.68
1884,367,40.64
1885,141,10.72
1885,200,60.71
1885,459,4.24
1886,129,6.62
1886,433,31.85
1886,351,29.49
1886,417,10.41
1887,18,28.89
1887,224,21.66
1888,22,15.18
1889,117,45.64
1889,15,64.97
1890,132,24.39
1890,293,13.88
1890,159,16.25
1890,135,29.12
1891,490,50.97
1891,288,27.42
1891,13,6.81
1891,113,16.45
1892,472,28.97
1892,10,3.26
1892,434,13.78
1893,283,50.83
1893,441,22.96
1893,119,41.97
1894,208,9.34
1894,8,25.57
1894,140,8.77
1895,427,14.53
1896,394,34.69
1897,139,28.03
1897,320,6.27
1897,371,11.64
1898,456,40.44
1898,163,17.35
1898,369,12.67
1898,2,6.12
1899,349,9.0
1899,495,20.12
1899,296,22.64
1899,303,42.78
1900,114,16.94
1900,296,23.23
1900,217,11.94
1901,91,47.99
1901,289,22.86
1901,391,36.32
1902,220,29.71
1903,96,5.25
1903,490,53.47
1904,216,32.23
1905,117,53.18
1905,6,22.95
1905,368,26.03
1906,173,26.46
1906,101,13.67
1906,79,39.14
1906,381,24.52
1907,394,48.53
1907,415,28.94
1908,328,6.06
1908,3,26.73
1908,271,46.51
1909,143,24.93
1909,150,62.83
1910,390,11.42
1911,292,12.01
1911,195,51.31
1911,383,38.81
1911,228,11.82
1912,63,53.36
1912,481,49.92
1912,18,25.76
1912,268,38.77
1913,487,38.96
1913,84,7.96
1914,187,25.94
1914,159,19.1
1915,109,10.93
1915,483,9.95
1916,265,5.71
1916,363,27.91
1916,151,31.18
1916,132,20.9
1917,15,52.83
1918,118,36.99
1919,79,37.01
1919,500,42.65
1920,148,38.89
1920,113,17.38
1920,282,23.07
1921,197,11.36
1921,27,6.42
1922,308,43.24
1922,399,25.01
1922,136,6.79
1922,368,27.28
1923,122,42.65
1924,366,39.86
1925,214,30.85
1926,142,33.5
1926,179,23.96
1926,402,10.92
1926,143,22.99
1927,204,25.68
1927,422,46.64
1928,85,62.81
1928,437,9.27
1928,466,21.51
1928,125,37.7
1929,179,18.92
1929,473,6.07
1929,186,23.26
1929,69,15.61
1930,257,48.79
1930,204,19.92
1930,499,25.75
1931,375,20.42
1932,229,38.86
1932,327,25.46
1932,210,18.85
1933,175,39.33
1933,470,59.18
1933,36,15.9
1933,312,15.37
1934,446,24.79
1934,484,23.14
1934,6,17.63
1935,131,29.62
1935,373,34.49
1935,28,29.17
1936,176,20.67
1936,338,22.54
1936,141,18.16
1936,366,33.91
1937,382,8.26
1937,303,22.68
1937,51,25.37
1937,343,15.95
1938,35,15.8
1939,259,4.37
1940,172,32.57
1941,121,58.28
1941,227,5.39
1941,185,37.86
1941,494,5.84
1942,299,43.69
1942,375,19.15
1943,214,37.91
1943,373,44.03
1944,218,18.98
1944,229,39.82
1945,47,36.73
1945,310,31.05
1946,250,48.56
1946,360,38.54
1947,321,10.02
1948,325,48.08
1948,411,28.75
1948,355,34.43
1948,441,39.37
1949,110,49.39
1949,252,42.72
1949,219,17.91
1950,364,17.88
1950,421,7.64
1950,161,58.68
1950,230,43.03
1951,66,30.08
1951,420,55.3
1951,189,35.97
1951,493,29.62
1952,216,25.94
1953,307,58.47
1953,428,5.21
1954,251,61.86
1955,232,17.12
1955,346,53.95
1955,393,8.56
1955,475,25.4
1956,423,26.52
1956,313,42.78
1957,423,24.38
1957,184,40.8
1957,322,51.19
1958,260,25.75
1958,353,3.72
1958,305,31.51
1958,232,17.3
1959,9,67.28
1960,409,13.43
1960,117,37.51
1961,301,21.33
1962,288,18.35
1962,423,38.63
1963,77,23.33
1963,291,26.94
1964,342,47.87
1965,356,23.34
1965,454,28.36
1966,162,20.3
